,precision,recall,f1-score,support
0,0.9743589743589743,0.957983193277311,0.9661016949152542,119.0
1,0.8484848484848485,0.9411764705882353,0.8924302788844621,119.0
2,0.6063829787234043,0.957983193277311,0.742671009771987,119.0
3,0.3896551724137931,0.9495798319327731,0.5525672371638142,119.0
4,0.9752066115702479,0.9915966386554622,0.9833333333333333,119.0
5,0.7307692307692307,0.31932773109243695,0.4444444444444444,119.0
6,0.8264462809917356,0.8403361344537815,0.8333333333333334,119.0
7,1.0,0.5546218487394958,0.7135135135135136,119.0
8,0.3559322033898305,0.17647058823529413,0.23595505617977527,119.0
9,0.3684210526315789,0.11764705882352941,0.17834394904458598,119.0
11,0.0,0.0,0.0,0.0
accuracy,0.680672268907563,0.680672268907563,0.680672268907563,0.680672268907563
macro avg,0.6432415775757858,0.6187929717341482,0.5947903500531366,1190.0
weighted avg,0.7075657353333643,0.680672268907563,0.6542693850584504,1190.0
